OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Address,City,State,ZipCode,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),DefaultData,Comments,ComplianceStatus,Outlier,TotalGHGEmissions,GHGEmissionsIntensity,ENERGYSTARScore_is_missing,flag_anomalie,type_anomalie,critere_detection,action,justification,IsZeroFloorReported,IsAggregatedCampus,_ratio_usage,_energy_gap_pct
16,2016,NonResidential,Hotel,5679-W Seattle,1112 Fourth Avenue,Seattle,WA,98101.0,0942000165,7,DOWNTOWN,47.60713,-122.33323,1998,1.0,25.0,333176,61161,272015,Hotel,Hotel,336640.0,,,,,,36.0,80.0,80.40000153,199.0,199.3999939,26941110.0,27070114.0,5999360.5,5299838.5,18083049.0,28586.99805,2858700.0,False,,Compliant,,740.97,2.22,False,False,Ratio Usage/Total toléré (≤ 1.05),1.00 < Ratio ≤ 1.05,✅ Conservation,Incertitude de mesure acceptable (< 5%),False,False,1.0103969073402645,0.0
28,2016,SPS-District K-12,K-12 School,Graham Hill Elementary,5149 S. Graham St.,Seattle,WA,98118.0,1102000138,2,SOUTHEAST,47.54576,-122.26853,1961,1.0,2.0,56228,0,56228,K-12 School,K-12 School,58916.0,,,,,,95.0,26.10000038,29.10000038,60.70000076,64.59999847,1539478.5,1713623.5,0.0,274605.9063,936955.0,6025.229004,602523.0,True,,Error - Correct Default Data,,38.53,0.69,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.047805363875649,0.0
34,2016,SPS-District K-12,K-12 School,Meany Building,301/300 21st Ave. E.,Seattle,WA,98112.0,0688000090,3,Central,47.62266,-122.30547,1955,1.0,1.0,126351,0,126351,K-12 School,K-12 School,126351.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,Missing Data,,0.0,0.0,True,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.0,
36,2016,SPS-District K-12,K-12 School,Jane Addams Middle,11051 34th Ave. N.E.,Seattle,WA,98125.0,0752000170,5,NORTH,47.70994,-122.29301,1949,1.0,2.0,160645,0,160645,K-12 School,K-12 School,164229.0,,,,,,75.0,41.29999924,47.5,68.09999847,75.69999695,6779173.0,7800349.5,0.0,570809.1875,1947601.0,48315.71875,4831572.0,True,,Error - Correct Default Data,,270.18,1.68,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.0223100625603039,0.0
37,2016,SPS-District K-12,K-12 School,John Hay Elementary,201 Garfield St.,Seattle,WA,98109.0,0809000005,7,MAGNOLIA / QUEEN ANNE,47.6329,-122.35172,1989,1.0,2.0,51582,0,51582,K-12 School,K-12 School,55166.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438691.6875,1496816.0,0.0,0.0,False,,Missing Data,,10.43,0.2,True,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.069481602109263,inf
43,2016,Campus,Mixed Use Property,Plant 2 Site,7755 E MARGINAL WAY S,Seattle,WA,98108.0,0022000005,2,GREATER DUWAMISH,47.53493,-122.31788,1992,1.0,3.0,494835,0,494835,"Energy/Power Station, Laboratory, Manufacturing/Industrial Plant, Non-Refrigerated Warehouse, Office",Office,757027.0,Laboratory,639931.0,Non-Refrigerated Warehouse,459748.0,,8.0,221.6999969,233.1000061,388.2000122,400.2999878,448385312.0,471613856.0,0.0,44102076.0,150476283.0,2979090.0,297909000.0,False,,Compliant,,16870.98,34.09,False,True,Ratio Usage/Total critique (> 1.30),LargestPropertyUseTypeGFA/PropertyGFATotal > 1.30,❌ Suppression,Erreur physique manifeste,False,True,1.5298574272232157,0.0
51,2016,SPS-District K-12,K-12 School,Eckstein Middle,3003 N.E. 75th St.,Seattle,WA,98115.0,0425049022,4,NORTHEAST,47.68252,-122.29498,1950,1.0,2.0,175565,0,175565,K-12 School,K-12 School,182861.0,,,,,,88.0,35.0,40.09999847,55.0,60.40000153,6399127.5,7329817.5,0.0,468840.5,1599684.0,47994.43359,4799443.0,True,,Error - Correct Default Data,,266.05,1.52,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.041557257995614,0.0
56,2016,NonResidential,Hotel,Seattle Hilton Hotel,1301 Sixth Ave,Seattle,WA,98101.0,1975700040,7,DOWNTOWN,47.60946,-122.33337,1969,1.0,24.0,332210,205970,126240,Hotel,Hotel,348630.0,,,,,,67.0,46.40000153,46.40000153,121.8000031,121.8000031,16163194.0,16163194.0,0.0,3576906.75,12204406.0,39587.86719,3958787.0,False,,Compliant,,295.33,0.89,False,False,Ratio Usage/Total toléré (≤ 1.05),1.00 < Ratio ≤ 1.05,✅ Conservation,Incertitude de mesure acceptable (< 5%),False,False,1.049426567532585,0.0
84,2016,NonResidential,Senior Care Community,PSSA - The Mount,4831 35th Ave SW,Seattle,WA,98126.0,2324039001,1,SOUTHWEST,47.55837,-122.37751,1922,1.0,5.0,217603,0,217603,"Parking, Senior Care Community",Senior Care Community,296313.0,Parking,0.0,,,,54.0,144.3999939,153.6999969,235.0,244.8000031,42792072.0,45547252.0,0.0,3465642.5,11824772.0,309673.0,30967300.0,False,,Compliant,,1727.11,7.94,False,True,Ratio Usage/Total critique (> 1.30),LargestPropertyUseTypeGFA/PropertyGFATotal > 1.30,❌ Suppression,Erreur physique manifeste,False,False,1.3617137631374567,0.0
87,2016,SPS-District K-12,K-12 School,Arbor Heights Elementary,3701 S.W. 104th St.,Seattle,WA,98146.0,2518400005,1,SOUTHWEST,47.5097,-122.37759,1948,1.0,2.0,53352,0,53352,K-12 School,K-12 School,65568.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176088.0938,600813.0,0.0,0.0,False,,Missing Data,,4.19,0.08,True,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.228969860548808,inf
98,2016,NonResidential,Retail Store,Firestone Store#012432,400 Westlake Ave N,Seattle,WA,98109.0,1983200230,7,LAKE UNION,47.62237,-122.33805,1929,1.0,2.0,58320,0,58320,Retail Store,Retail Store,72072.0,,,,,,96.0,14.60000038,17.20000076,25.79999924,28.79999924,1049748.625,1243027.75,0.0,106038.5,361803.0,6879.452148,687945.0,False,,Compliant,,39.06,0.67,False,True,Ratio Usage/Total critique (monostructurel),1.05 < Ratio ≤ 1.30 + monostructurel,❌ Suppression,Incohérence structurelle (risque sous-estimation 20%+ sur EUI),False,False,1.2358024691358025,0.0
103,2016,Nonresidential COS,Other,Key Arena,334 1st Ave. N,Seattle,WA,98109.0,1985200003,7,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,1962,1.0,1.0,389000,0,389000,Other,Other,368000.0,,,,,,,64.30000305,64.5,151.6000061,152.1000061,23658978.0,23736924.0,6093150.0,4226010.0,14419146.0,6886.799805,688680.0,False,,Compliant,,607.41,1.56,True,True,Incohérence énergétique,Écart sources/total > 10%,❌ Suppression,CO₂ mathématiquement corrompu (déconnexion sources/total),False,False,0.9460154241645244,10.39
106,2016,Nonresidential COS,Other,Armory,305 Harrison St.,Seattle,WA,98109.0,1985200305,7,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,1938,1.0,5.0,396085,0,396085,Other,Other,278500.0,,,,,,,75.19999695,76.30000305,138.1000061,140.0,20955026.0,21257836.0,9763690.0,2125534.75,7252325.0,0.0,0.0,False,,Compliant,,804.2,2.03,True,True,Incohérence énergétique,Écart sources/total > 10%,❌ Suppression,CO₂ mathématiquement corrompu (déconnexion sources/total),False,False,0.7031319035055607,18.8
107,2016,NonResidential,Large Office,City Place IV - SEDO,333 Boren Ave. N.,Seattle,WA,98109.0,1986200410,7,LAKE UNION,47.62112,-122.33629,2010,1.0,12.0,571329,0,571329,"Office, Other, Parking",Office,598801.0,Parking,310699.0,Other,26203.0,,91.0,63.40000153,64.19999695,174.1999969,176.3999939,39605888.0,40153432.0,0.0,9439097.0,32206199.0,73996.85156,7399685.0,False,,Compliant,,617.52,1.08,False,False,Ratio Usage/Total toléré (≤ 1.05),1.00 < Ratio ≤ 1.05,✅ Conservation,Incertitude de mesure acceptable (< 5%),False,False,1.048084378702989,0.0
111,2016,Nonresidential COS,Other,Mercer Arena,363 Mercer St.,Seattle,WA,98109.0,1988200700,7,MAGNOLIA / QUEEN ANNE,47.62395,-122.35077,1928,1.0,1.0,60696,0,60696,Other,Other,108000.0,,,,,,,8.100000381,8.100000381,25.5,25.5,875943.3125,875943.3125,0.0,256724.2969,875943.0,0.0,0.0,False,,Compliant,,6.11,0.1,True,True,Ratio Usage/Total critique (> 1.30),LargestPropertyUseTypeGFA/PropertyGFATotal > 1.30,❌ Suppression,Erreur physique manifeste,False,False,1.7793594306049823,0.0
112,2016,Nonresidential COS,Other,McCaw Hall,321 Mercer St.,Seattle,WA,98109.0,1988200700,7,MAGNOLIA / QUEEN ANNE,47.62395,-122.35143,1928,1.0,2.0,262048,0,262048,Other,Other,296000.0,,,,,,,70.0,70.30000305,171.1999969,175.1999969,20723248.0,20823520.0,5137220.0,3960341.75,13512686.0,0.0,0.0,False,,Compliant,,490.73,1.87,True,True,Ratio Usage/Total critique (monostructurel),1.05 < Ratio ≤ 1.30 + monostructurel,❌ Suppression,Incohérence structurelle (risque sous-estimation 20%+ sur EUI),False,False,1.129564049334473,10.0
118,2016,SPS-District K-12,K-12 School,Pathfinder K-8,1901 SW Genesee St.,Seattle,WA,98106.0,1324039116,1,DELRIDGE,47.5636,-122.358,1999,1.0,3.0,74468,0,74468,K-12 School,K-12 School,75364.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497706.8125,1698176.0,0.0,0.0,False,,Missing Data,,11.84,0.16,True,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.012032013750873,inf
122,2016,SPS-District K-12,K-12 School,John Muir Elementary,3301 S. Horton St.,Seattle,WA,98144.0,1524049002,2,SOUTHEAST,47.57324,-122.29058,1991,1.0,2.0,58933,0,58933,K-12 School,K-12 School,60725.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687906.875,2347138.0,0.0,0.0,False,,Missing Data,,16.36,0.28,True,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.0304074118066278,inf
125,2016,SPS-District K-12,K-12 School,Mercer International Middle,1600 Columbian Way S.,Seattle,WA,98108.0,1624049214,2,GREATER DUWAMISH,47.56413,-122.31208,1957,1.0,1.0,130862,0,130862,K-12 School,K-12 School,134446.0,,,,,,61.0,48.0,54.29999924,85.59999847,93.5,6456026.0,7300977.5,0.0,663194.5,2262820.0,41932.06641,4193207.0,True,,Error - Correct Default Data,,238.48,1.82,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.027387629716801,0.0
127,2016,SPS-District K-12,K-12 School,Orca K-8 School,5215 46th Ave. S.,Seattle,WA,98118.0,1704900242,2,SOUTHEAST,47.55478,-122.27596,1989,1.0,3.0,59955,0,59955,K-12 School,K-12 School,59955.0,,,,,,93.0,27.20000076,29.20000076,78.69999695,83.0,1633399.375,1749171.25,0.0,420989.4063,1436416.0,1969.83252,196983.0,True,,Error - Correct Default Data,,20.48,0.34,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.0,0.0
130,2016,SPS-District K-12,K-12 School,McClure Middle,1915 1st Ave. W.,Seattle,WA,98119.0,1794501220,7,MAGNOLIA / QUEEN ANNE,47.63683,-122.35896,1964,1.0,2.0,93218,0,93218,K-12 School,K-12 School,93218.0,,,,,,86.0,31.0,34.5,65.90000153,70.80000305,2887392.0,3216155.0,0.0,435743.8125,1486758.0,14006.33984,1400634.0,True,,Error - Correct Default Data,,84.75,0.91,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.0,0.0
137,2016,SPS-District K-12,K-12 School,Broadview-Thomson K-8,13052 Greenwood Ave. N.,Seattle,WA,98133.0,1926049025,5,NORTHWEST,47.72463,-122.35315,1963,1.0,2.0,131013,0,131013,K-12 School,K-12 School,131909.0,,,,,,88.0,29.5,32.5,59.09999847,62.90000153,3894584.5,4290831.5,0.0,520365.6875,1775488.0,21190.9668,2119097.0,True,,Error - Correct Default Data,,124.92,0.95,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.0068390159755138,0.0
139,2016,NonResidential,Hotel,7066-Seattle-Northgate,13300 Stone Avenue N,Seattle,WA,98133.0,1926049434,5,NORTHWEST,47.72551,-122.3423,2002,1.0,3.0,69138,0,69138,Hotel,Hotel,70609.0,,,,,,78.0,45.90000153,47.09999847,101.5999985,104.6999969,3242458.0,3323400.5,0.0,528396.6875,1802889.0,14395.68164,1439568.0,False,,Compliant,,89.02,1.29,False,False,Ratio Usage/Total toléré (≤ 1.05),1.00 < Ratio ≤ 1.05,✅ Conservation,Incertitude de mesure acceptable (< 5%),False,False,1.0212762880037027,0.0
140,2016,SPS-District K-12,K-12 School,B.F. Day Elementary,3921 Linden Ave. N.,Seattle,WA,98103.0,1931301145,6,LAKE UNION,47.65464,-122.34912,1991,1.0,3.0,66588,0,66588,K-12 School,K-12 School,66588.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,616730.8125,2104286.0,0.0,0.0,False,,Missing Data,,14.67,0.22,True,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.0,inf
147,2016,NonResidential,Hospital,Swedish Ballard,5300 Tallman Ave NW,Seattle,WA,98107.0,2767703875,6,BALLARD,47.66737,-122.37956,1954,4.0,5.0,285333,0,285333,"Hospital (General Medical & Surgical), Parking",Hospital (General Medical & Surgical),302661.0,Parking,148865.0,,,,14.0,225.0,157.3000031,479.5,251.8000031,68090728.0,47602720.0,0.0,10327434.0,35237205.0,328535.125,32853512.0,False,,Compliant,,1990.5,6.98,False,False,Ratio Usage/Total intermédiaire (multi-usages),1.05 < Ratio ≤ 1.30 + NumberofBuildings > 1,✅ Conservation sélective,Dépassement structurel accepté pour bâtiments complexes,False,False,1.0607290429077605,0.0
148,2016,SPS-District K-12,K-12 School,West Woodland Elementary,5601 4th Ave. N.W.,Seattle,WA,98107.0,2768000375,6,Ballard,47.6706,-122.36225,1991,1.0,2.0,55513,0,55513,K-12 School,K-12 School,59097.0,,,,,,93.0,25.60000038,27.10000038,80.40000153,85.0,1513570.75,1598852.625,0.0,443602.1875,1513571.0,0.0,0.0,True,,Error - Correct Default Data,,10.55,0.19,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.0645614540738206,0.0
169,2016,SPS-District K-12,K-12 School,Franklin High,3013 S. Mt. Baker Blvd.,Seattle,WA,98144.0,5700000455,2,SOUTHEAST,47.57589,-122.29365,1990,1.0,4.0,289588,0,289588,K-12 School,K-12 School,289588.0,,,,,,90.0,30.5,33.0,78.5,82.30000305,8819852.0,9542598.0,0.0,1890317.75,6449764.0,23700.86328,2370086.0,True,,Error - Correct Default Data,,170.84,0.59,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.0,0.0
170,2016,NonResidential,University,SCCC FINE ARTS BUILDING,801 E PINE ST,Seattle,WA,98122.0,6003000470,3,EAST,47.61495,-122.32177,1915,1.0,3.0,63330,0,63330,College/University,College/University,64820.0,,,,,,,47.20000076,50.70000076,111.1999969,116.0,3059758.0,3284214.5,0.0,560100.6875,1911064.0,11486.94043,1148694.0,False,,Compliant,,74.33,1.17,True,False,Ratio Usage/Total toléré (≤ 1.05),1.00 < Ratio ≤ 1.05,✅ Conservation,Incertitude de mesure acceptable (< 5%),False,False,1.0235275540817939,0.0
172,2016,Campus,University,SSCC MAIN CAMPUS,6000 16th Ave SW,Seattle,WA,98106.0,6171900005,1,DELRIDGE,47.547,-122.35307,1970,27.0,2.0,441071,0,441071,College/University,College/University,483000.0,,,,,,,79.30000305,85.19999695,192.8000031,202.6000061,38301744.0,41151732.0,0.0,7419277.5,25314575.0,129871.6641,12987166.0,False,,Compliant,,866.23,1.96,True,False,Ratio Usage/Total intermédiaire (multi-usages),1.05 < Ratio ≤ 1.30 + NumberofBuildings > 1,✅ Conservation sélective,Dépassement structurel accepté pour bâtiments complexes,False,True,1.095061792772592,0.0
174,2016,Nonresidential COS,Other,CSC Vehicle Maintenance (E),805 S Charles St,Seattle,WA,98134.0,6834700175,2,GREATER DUWAMISH,47.59545,-122.32146,1950,1.0,1.0,67356,0,67356,"Repair Services (Vehicle, Shoe, Locksmith, etc)","Repair Services (Vehicle, Shoe, Locksmith, etc)",68359.0,,,,,,,109.4000015,118.3000031,242.6999969,252.1000061,7475577.5,8086930.5,0.0,1225674.375,4182001.0,32935.76172,3293576.0,False,,Compliant,,204.08,3.03,True,False,Ratio Usage/Total toléré (≤ 1.05),1.00 < Ratio ≤ 1.05,✅ Conservation,Incertitude de mesure acceptable (< 5%),False,False,1.014891026783063,0.0
175,2016,SPS-District K-12,K-12 School,Garfield High,400 23rd Ave.,Seattle,WA,98122.0,6840701230,3,CENTRAL,47.60598,-122.30156,2008,1.0,3.0,254523,0,254523,K-12 School,K-12 School,254523.0,,,,,,60.0,53.29999924,58.20000076,120.3000031,126.3000031,13567774.0,14810159.0,0.0,2296326.25,7835065.0,57327.08203,5732708.0,True,,Error - Correct Default Data,,359.09,1.41,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.0,0.0
176,2016,SPS-District K-12,K-12 School,Emerson Elementary,9709 60th Ave. S.,Seattle,WA,98118.0,7129302300,2,SOUTHEAST,47.51482,-122.25864,2001,1.0,3.0,78804,0,78804,K-12 School,K-12 School,78804.0,,,,,,92.0,31.70000076,34.0,76.90000153,79.30000305,2499140.0,2677620.75,0.0,482184.6875,1645214.0,8539.256836,853926.0,True,,Error - Correct Default Data,,56.82,0.72,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.0,0.0
177,2016,SPS-District K-12,K-12 School,Madrona K-8,1121 33rd Ave.,Seattle,WA,98122.0,7152200350,3,CENTRAL,47.61224,-122.29087,2002,1.0,3.0,66994,0,66994,K-12 School,K-12 School,66994.0,,,,,,79.0,35.40000153,38.5,94.09999847,99.59999847,2371304.5,2579774.5,0.0,534831.5,1824845.0,5464.591797,546459.0,True,,Error - Correct Default Data,,41.74,0.62,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.0,0.0
178,2016,SPS-District K-12,K-12 School,Van Asselt Elementary,8311 Beacon Ave S,Seattle,WA,98118.0,7243500230,2,GREATER DUWAMISH,47.52915,-122.28904,2000,1.0,3.0,98357,0,98357,K-12 School,K-12 School,98357.0,,,,,,88.0,35.09999847,38.5,77.80000305,81.30000305,3456131.5,3783580.25,0.0,564791.125,1927067.0,15290.64063,1529064.0,True,,Error - Correct Default Data,,94.64,0.96,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.0,0.0
185,2016,SPS-District K-12,K-12 School,Nathan Hale High,17050 30th Ave. N.E.,Seattle,WA,98125.0,2826049152,5,NORTH,47.70763,-122.29453,2011,1.0,2.0,236758,0,236758,"K-12 School, Parking",K-12 School,238550.0,Parking,0.0,,,2016,96.0,35.0,38.90000153,78.69999695,84.40000153,8355988.5,9287467.0,0.0,1403853.5,4789948.0,35660.39453,3566039.0,False,,Compliant,,222.78,0.94,False,False,Ratio Usage/Total toléré (≤ 1.05),1.00 < Ratio ≤ 1.05,✅ Conservation,Incertitude de mesure acceptable (< 5%),False,False,1.0075689100262715,0.0
189,2016,SPS-District K-12,K-12 School,Greenwood Elementary,144 N.W. 80th St.,Seattle,WA,98117.0,2919200635,6,NORTHWEST,47.68725,-122.35996,2002,1.0,3.0,62526,0,62526,K-12 School,K-12 School,62526.0,,,,,,96.0,31.79999924,35.09999847,70.59999847,75.30000305,1986094.875,2192411.0,0.0,326608.6875,1114389.0,8717.058594,871706.0,True,,Error - Correct Default Data,,54.07,0.86,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.0,0.0
205,2016,SPS-District K-12,K-12 School,Ballard High,1418 N.W. 65th St.,Seattle,WA,98117.0,3050700050,6,BALLARD,47.67661,-122.37489,1999,1.0,2.0,242795,0,242795,K-12 School,K-12 School,242795.0,,,,,,80.0,37.70000076,40.0,107.3000031,112.3000031,9157150.0,9708318.0,0.0,2303477.0,7859464.0,12976.84766,1297685.0,True,,Error - Correct Default Data,,123.71,0.51,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.0,0.0
209,2016,NonResidential,Self-Storage Facility,Madison Self Storage,1111 E. Madison,Seattle,WA,98122.0,3225049002,3,EAST,47.61233,-122.3171,1910,1.0,5.0,84870,0,84870,Self-Storage Facility,Self-Storage Facility,85521.0,,,,,,,16.20000076,18.89999962,28.79999924,31.70000076,1381590.125,1617801.25,0.0,141452.2031,482635.0,8989.550781,898955.0,False,,Compliant,,51.11,0.6,True,False,Ratio Usage/Total toléré (≤ 1.05),1.00 < Ratio ≤ 1.05,✅ Conservation,Incertitude de mesure acceptable (< 5%),False,False,1.0076705549664193,0.0
212,2016,SPS-District K-12,K-12 School,Aki Kurose Middle,3928 S. Graham St.,Seattle,WA,98118.0,3332501090,2,SOUTHEAST,47.54632,-122.28198,1952,1.0,2.0,173185,0,173185,K-12 School,K-12 School,173185.0,,,,,,79.0,35.40000153,40.59999847,58.90000153,64.90000153,6127771.5,7034167.5,0.0,527763.0,1800727.0,43270.4375,4327044.0,True,,Error - Correct Default Data,,242.36,1.4,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.0,0.0
214,2016,SPS-District K-12,K-12 School,Boren Building,5950 Delridge Way S.W.,Seattle,WA,98106.0,3438501230,1,DELRIDGE,47.54862,-122.36214,1963,1.0,1.0,145341,0,145341,K-12 School,K-12 School,139069.0,,,,,,75.0,39.5,45.59999847,69.5,77.19999695,5499097.0,6337972.0,0.0,546590.625,1864967.0,36341.29688,3634130.0,True,,Error - Correct Default Data,,206.01,1.42,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,0.9568463131532052,0.0
216,2016,SPS-District K-12,K-12 School,Rainier Beach High,8815 Seward Park Ave S.,Seattle,WA,98118.0,3524049149,2,SOUTHEAST,47.52407,-122.26586,1960,1.0,2.0,184125,0,184125,K-12 School,K-12 School,184125.0,,,,,,86.0,47.79999924,54.70000076,84.19999695,92.30000305,8800292.0,10067991.0,0.0,879209.3125,2999862.0,58004.30078,5800430.0,True,,Error - Correct Default Data,,328.97,1.79,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.0,0.0
217,2016,SPS-District K-12,K-12 School,Whitman Middle,9201 15th Ave. NW.,Seattle,WA,98117.0,3526039131,6,BALLARD,47.69675,-122.3776,1959,1.0,1.0,160270,0,160270,K-12 School,K-12 School,160270.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43189.17188,4318917.0,False,,Missing Data,,229.38,1.43,True,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.0,inf
223,2016,NonResidential,Retail Store,Westwood Village - Building A,2600 SW Barton St,Seattle,WA,98126.0,3624039009,1,DELRIDGE,47.52254,-122.36627,1966,1.0,1.0,64984,0,64984,Retail Store,Retail Store,65425.0,,,,,,72.0,45.0,46.09999847,130.6999969,130.6999969,2944296.25,3016373.5,0.0,766027.8125,2613687.0,3306.090088,330609.0,False,,Compliant,,35.78,0.55,False,False,Ratio Usage/Total toléré (≤ 1.05),1.00 < Ratio ≤ 1.05,✅ Conservation,Incertitude de mesure acceptable (< 5%),False,False,1.0067862858549796,0.0
224,2016,NonResidential,Retail Store,Westwood Village - Building B,2600 SW Barton St,Seattle,WA,98126.0,3624039009,1,DELRIDGE,47.52254,-122.36627,1965,1.0,1.0,67745,0,67745,Retail Store,Retail Store,67782.0,,,,,,37.0,136.1999969,141.5,223.8999939,227.3000031,9230223.0,9589728.0,0.0,769080.3125,2624102.0,66061.21094,6606121.0,False,,Compliant,,369.14,5.45,False,False,Ratio Usage/Total toléré (≤ 1.05),1.00 < Ratio ≤ 1.05,✅ Conservation,Incertitude de mesure acceptable (< 5%),False,False,1.0005461657686914,0.0
226,2016,SPS-District K-12,K-12 School,Roxhill Elementary,9430 30th Ave. S.W.,Seattle,WA,98126.0,3624039057,1,DELRIDGE,47.51778,-122.37074,1958,1.0,1.0,46797,0,46797,K-12 School,K-12 School,46797.0,,,,,,86.0,44.40000153,50.90000153,82.19999695,91.5,2075891.0,2380144.5,0.0,233647.0938,797204.0,12786.87207,1278687.0,True,,Error - Correct Default Data,,73.47,1.57,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.0,0.0
227,2016,SPS-District K-12,K-12 School,Washington Middle,2101 S. Jackson,Seattle,WA,98144.0,3646100540,3,CENTRAL,47.59796,-122.30415,1963,1.0,3.0,136188,0,136188,K-12 School,K-12 School,136188.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32178.77344,3217877.0,False,,Missing Data,,170.9,1.25,True,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.0,inf
229,2016,SPS-District K-12,K-12 School,Martin Luther King Jr. Elementary,6725 45th Ave S,Seattle,WA,98118.0,3812400550,2,SOUTHEAST,47.54174,-122.27691,2004,1.0,2.0,67371,0,67371,K-12 School,K-12 School,67371.0,,,,,,92.0,31.60000038,33.59999847,78.0,80.09999847,2128459.0,2260359.75,0.0,423604.5938,1445339.0,6831.19873,683120.0,True,,Error - Correct Default Data,,46.36,0.69,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.0,0.0
231,2016,SPS-District K-12,K-12 School,Hamilton International Middle,1610 N. 41st St.,Seattle,WA,98103.0,4083301505,4,LAKE UNION,47.65708,-122.33803,2010,1.0,3.0,127776,0,127776,K-12 School,K-12 School,127776.0,,,,,,75.0,37.20000076,39.09999847,100.0,103.5,4748137.0,4998584.5,0.0,1093179.875,3729930.0,10182.06738,1018207.0,True,,Error - Correct Default Data,,80.08,0.63,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.0,0.0
